ID,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,Deductible,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy
CL00002731,Jan,1,Wednesday,Honda,Urban,Wednesday,Jan,2,Female,Single,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,1,4 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00014779,Nov,4,Wednesday,Honda,Rural,Tuesday,Nov,5,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
CL00014331,May,3,Tuesday,Pontiac,Urban,Thursday,May,3,Male,Married,Policy Holder,Utility - All Perils,Utility,40000 to 59000,0,400,15 to 30,15 to 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00008967,Jan,5,Monday,Pontiac,Urban,Tuesday,Apr,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
CL00002246,May,3,Tuesday,Mazda,Rural,Wednesday,May,3,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability
CL00009616,Dec,1,Thursday,Chevrolet,Urban,Monday,Dec,2,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1995,Collision
CL00012713,Jun,3,Sunday,Pontiac,Urban,Wednesday,Jul,1,Female,Divorced,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,400,none,more than 30,1,4 years,36 to 40,No,No,External,none,no change,1 vehicle,1995,Collision
CL00015016,Dec,2,Saturday,Ford,Urban,Wednesday,Dec,3,Female,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00005215,Sep,4,Friday,Pontiac,Urban,Monday,Sep,4,Male,Single,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,400,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00003296,Aug,2,Wednesday,Toyota,Rural,Wednesday,Aug,4,Male,Widow,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00007371,May,4,Friday,Chevrolet,Urban,Monday,Jun,4,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,5 years,31 to 35,Yes,No,External,none,1 year,1 vehicle,1995,Liability
CL00003615,Mar,3,Friday,Honda,Urban,Friday,Mar,3,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00006842,Aug,4,Friday,Honda,Urban,Thursday,Oct,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00011527,Apr,5,Sunday,Pontiac,Urban,Friday,May,2,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,2 years,26 to 30,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00009880,Jun,3,Wednesday,Toyota,Urban,Tuesday,Jun,4,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00008227,Nov,1,Sunday,Pontiac,Urban,Monday,Nov,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00002605,Jul,4,Wednesday,Toyota,Rural,Friday,Aug,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,1,400,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
CL00008959,Jun,3,Monday,Mazda,Urban,Tuesday,Jun,4,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00006034,Apr,3,Friday,Mazda,Rural,Monday,Apr,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,500,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,2 to 3 years,1 vehicle,1995,Collision
CL00014454,Sep,4,Tuesday,Accura,Urban,Tuesday,May,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision
CL00000284,Sep,4,Tuesday,Pontiac,Urban,Tuesday,Sep,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00009424,Jan,5,Tuesday,Pontiac,Urban,Friday,Feb,1,Male,Single,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00001616,May,2,Monday,Honda,Urban,Wednesday,May,2,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
CL00002089,Apr,3,Saturday,Honda,Urban,Wednesday,Apr,3,Male,Married,Policy Holder,Sport - Collision,Sport,more than 69000,0,400,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision
CL00002723,Nov,5,Tuesday,Mazda,Urban,Tuesday,Feb,1,Female,Married,Third Party,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00000502,May,2,Wednesday,Pontiac,Urban,Monday,May,3,Male,Married,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00004849,May,2,Sunday,Honda,Urban,Wednesday,May,2,Male,Single,Third Party,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1994,Liability
CL00003186,Apr,1,Friday,Honda,Urban,Wednesday,Apr,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1995,Collision
CL00004514,Aug,1,Tuesday,Chevrolet,Urban,Tuesday,Aug,1,Male,Married,Policy Holder,Sedan - Liability,Sport,more than 69000,0,400,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00013254,Nov,1,Sunday,Toyota,Urban,Thursday,Nov,2,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
CL00013739,Jul,2,Monday,Honda,Urban,Thursday,Jul,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
CL00002192,Jun,4,Monday,Toyota,Rural,Monday,Jul,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00002920,Apr,3,Thursday,Honda,Urban,Monday,Apr,4,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,1,400,more than 30,more than 30,2 to 4,6 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability
CL00012015,May,5,Wednesday,Pontiac,Urban,Wednesday,May,5,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00013532,Feb,4,Tuesday,Pontiac,Urban,Tuesday,Feb,4,Female,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,more than 5,4 to 8 years,2 vehicles,1994,Liability
CL00011327,Dec,1,Tuesday,Toyota,Urban,Wednesday,Dec,2,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision
CL00001004,Jun,5,Tuesday,Pontiac,Urban,Monday,Jul,1,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
CL00008497,Aug,1,Thursday,Chevrolet,Urban,Friday,Aug,1,Male,Single,Policy Holder,Utility - Collision,Utility,more than 69000,0,400,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00007853,Feb,4,Monday,Mazda,Urban,Tuesday,Feb,5,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
CL00007284,Aug,1,Monday,Pontiac,Rural,Monday,Aug,1,Male,Single,Policy Holder,Sedan - All Perils,Sedan,less than 20000,1,400,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00008966,Dec,1,Friday,Toyota,Urban,Monday,Dec,1,Female,Single,Third Party,Sedan - Collision,Sedan,less than 20000,0,400,more than 30,more than 30,none,5 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision
CL00014437,Nov,5,Tuesday,Toyota,Urban,Friday,Feb,1,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00012726,Dec,3,Sunday,Mazda,Urban,Monday,Dec,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1994,Collision
CL00010911,Mar,2,Sunday,Mazda,Urban,Monday,Mar,5,Male,Married,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,400,more than 30,more than 30,none,more than 7,51 to 65,No,No,External,3 to 5,no change,1 vehicle,1994,Collision
CL00006194,Apr,4,Tuesday,Pontiac,Urban,Friday,Apr,5,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
CL00000347,Mar,4,Monday,Toyota,Urban,Wednesday,Mar,4,Male,Married,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
CL00013432,Jul,5,Friday,Pontiac,Urban,Monday,Aug,3,Female,Married,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,400,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00013251,Dec,5,Thursday,Pontiac,Urban,Friday,Jan,4,Male,Married,Policy Holder,Utility - All Perils,Utility,40000 to 59000,0,400,more than 30,more than 30,more than 4,6 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00005788,Mar,2,Thursday,Mazda,Urban,Thursday,Mar,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00012572,Feb,2,Sunday,Toyota,Urban,Monday,Feb,2,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1994,Liability
CL00004806,Jun,4,Sunday,Pontiac,Urban,Monday,Jul,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision
CL00007212,Jan,1,Monday,Honda,Urban,Monday,Jan,2,Female,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,5 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00006042,Jun,2,Saturday,Chevrolet,Urban,Thursday,Jun,3,Male,Married,Third Party,Sedan - All Perils,Sedan,more than 69000,0,400,more than 30,more than 30,1,more than 7,51 to 65,No,No,External,1 to 2,no change,1 vehicle,1994,All Perils
CL00012248,Nov,2,Wednesday,Pontiac,Urban,Wednesday,Nov,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1994,Liability
CL00003050,Apr,1,Wednesday,Toyota,Urban,Thursday,Apr,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1995,All Perils
CL00012109,Apr,2,Tuesday,Mazda,Rural,Wednesday,Apr,3,Male,Married,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,700,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability
CL00003630,Oct,1,Monday,Mazda,Urban,Monday,Oct,1,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00013741,May,1,Friday,Toyota,Urban,Friday,May,1,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,1,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00013730,Aug,3,Wednesday,BMW,Urban,Tuesday,Aug,4,Male,Married,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,400,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision
CL00002538,Aug,5,Thursday,Pontiac,Urban,Tuesday,Sep,1,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1994,Liability
CL00003599,Oct,1,Monday,Chevrolet,Urban,Wednesday,Oct,1,Male,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,5 years,26 to 30,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00009470,Mar,3,Sunday,Mazda,Urban,Thursday,Apr,2,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,1,5 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1994,Liability
CL00002411,Jan,2,Friday,Toyota,Urban,Tuesday,Jan,4,Male,Single,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,1,5 years,26 to 30,No,No,External,none,no change,1 vehicle,1995,Liability
CL00009646,Mar,4,Wednesday,Honda,Urban,Friday,Mar,4,Male,Single,Policy Holder,Sedan - All Perils,Sedan,more than 69000,1,400,more than 30,more than 30,1,new,16 to 17,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00011404,Jan,5,Saturday,Mazda,Urban,Monday,Feb,1,Male,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision
CL00008036,Oct,4,Monday,Mazda,Rural,Wednesday,Oct,4,Female,Single,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,Collision
CL00005996,Nov,2,Friday,Pontiac,Urban,Thursday,Nov,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision
CL00014403,Jan,3,Tuesday,Toyota,Urban,Wednesday,Jan,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00002218,Jun,2,Friday,Chevrolet,Urban,Wednesday,Jun,3,Male,Married,Policy Holder,Utility - All Perils,Utility,more than 69000,0,400,more than 30,more than 30,1,6 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1994,All Perils
CL00008887,Nov,1,Friday,Chevrolet,Urban,Monday,Nov,2,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,more than 4,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Liability
CL00013193,Dec,2,Monday,Honda,Urban,Thursday,Dec,4,Male,Single,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,400,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils
CL00008143,Dec,3,Friday,Pontiac,Urban,Friday,Dec,3,Male,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1995,Collision
CL00003570,Jun,4,Saturday,Pontiac,Urban,Friday,Jul,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,400,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1994,All Perils
CL00011276,Jul,2,Wednesday,Toyota,Urban,Wednesday,Jul,2,Male,Single,Policy Holder,Sport - All Perils,Sport,less than 20000,0,400,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils
CL00006415,Oct,2,Monday,Toyota,Urban,Tuesday,Oct,2,Female,Married,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,500,more than 30,more than 30,1,6 years,41 to 50,No,No,External,none,2 to 3 years,1 vehicle,1995,Collision
CL00005903,Apr,4,Tuesday,Toyota,Urban,Monday,May,3,Male,Single,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils
CL00005468,Jul,1,Tuesday,Honda,Urban,Friday,Jul,2,Male,Married,Third Party,Sport - Collision,Sport,more than 69000,0,400,more than 30,more than 30,2 to 4,more than 7,over 65,No,No,External,none,no change,1 vehicle,1996,Collision
CL00013431,Mar,4,Thursday,Pontiac,Urban,Tuesday,Apr,3,Male,Married,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,700,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils
CL00001160,Feb,2,Tuesday,Mazda,Urban,Tuesday,Feb,2,Female,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,2 to 4,4 years,36 to 40,No,No,External,1 to 2,no change,3 to 4,1996,Liability
CL00000423,May,5,Tuesday,Honda,Urban,Wednesday,May,5,Male,Married,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision
CL00009589,Jul,4,Thursday,Honda,Urban,Friday,Jul,4,Male,Married,Third Party,Sedan - Liability,Sport,20000 to 29000,0,400,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability
CL00011852,Nov,3,Saturday,Mazda,Urban,Tuesday,Nov,4,Male,Married,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,400,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability
CL00002296,Dec,4,Friday,Honda,Urban,Friday,Dec,4,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,6 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1995,All Perils
CL00013672,Dec,2,Monday,Pontiac,Urban,Wednesday,Dec,3,Female,Single,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,5 years,31 to 35,No,No,Internal,none,no change,1 vehicle,1995,Collision
CL00011057,Jun,1,Tuesday,Pontiac,Urban,Monday,Jun,2,Female,Single,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,3 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1994,All Perils
CL00002182,Sep,1,Friday,Pontiac,Rural,Tuesday,Sep,2,Male,Married,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,400,more than 30,more than 30,none,7 years,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1995,All Perils
